"Name","Style","ABV","Ratings","Avg","Score","Reviews","pDev","State","Brewery","Beer_URL"
"Field 41","American Pale Ale (APA)",4.5,232,4,89,41,10.75,"WA","Bale Breaker Brewing Company","/beer/profile/31389/93176/"
"Fresh Off The Farm","American IPA",6.3,26,4.18,87,5,5.74,"WA","Bale Breaker Brewing Company","/beer/profile/31389/277815/"
"High Camp Winter Warmer","American Double / Imperial IPA",8.2,24,4.04,86,2,10.64,"WA","Bale Breaker Brewing Company","/beer/profile/31389/111809/"
"Mount Saint Humulus","American Double / Imperial IPA",9.6,11,4.3,86,1,8.14,"WA","Bale Breaker Brewing Company","/beer/profile/31389/212915/"
"Piled High Imperial Fresh Hop Ale","American Double / Imperial IPA",8.2,20,4.2,87,5,11.67,"WA","Bale Breaker Brewing Company","/beer/profile/31389/101065/"
"Raging Ditch Dry-Hopped","American Blonde Ale",5,20,4.1,86,1,13.66,"WA","Bale Breaker Brewing Company","/beer/profile/31389/124986/"
"Topcutter","American IPA",6.8,392,4.14,92,82,8.67,"WA","Bale Breaker Brewing Company","/beer/profile/31389/93180/"
"425 Pale Ale","American Pale Ale (APA)",4.8,18,3.46,82,4,8.67,"WA","Bellevue Brewing Company","/beer/profile/30532/99981/"
"ESB","Extra Special / Strong Bitter (ESB)",5.6,22,3.69,84,6,8.67,"WA","Bellevue Brewing Company","/beer/profile/30532/89002/"
"India Pale Ale","American IPA",7.2,43,3.6,83,10,11.39,"WA","Bellevue Brewing Company","/beer/profile/30532/89461/"
"KZOK Electric Citrus IPA","American IPA",6.9,12,3.69,84,2,9.76,"WA","Bellevue Brewing Company","/beer/profile/30532/222014/"
"Oatmeal Stout","American Stout",5.8,24,3.92,85,2,13.52,"WA","Bellevue Brewing Company","/beer/profile/30532/89001/"
"Rye IPA","Rye Beer",6.2,11,3.7,84,5,5.95,"WA","Bellevue Brewing Company","/beer/profile/30532/128552/"
"Scotch Ale","Scotch Ale / Wee Heavy",7.7,31,3.78,84,7,10.32,"WA","Bellevue Brewing Company","/beer/profile/30532/89460/"
"Atlas Amber Ale","American Amber / Red Ale",NA,15,3.65,83,5,12.33,"WA","Big Time Brewery & Alehouse","/beer/profile/363/947/"
"Bhagwan's Best IPA","American IPA",5,58,3.97,87,36,9.57,"WA","Big Time Brewery & Alehouse","/beer/profile/363/949/"
"Breakfast Cereal Killer Stout","Oatmeal Stout",NA,14,4.24,86,6,7.31,"WA","Big Time Brewery & Alehouse","/beer/profile/363/67069/"
"Coal Creek Porter","American Porter",4.5,29,3.62,83,19,9.94,"WA","Big Time Brewery & Alehouse","/beer/profile/363/948/"
"Icculus","American IPA",5.8,21,3.58,83,5,10.61,"WA","Big Time Brewery & Alehouse","/beer/profile/363/72546/"
"Old Rip Oatmeal Stout","Oatmeal Stout",NA,22,4.02,86,18,6.72,"WA","Big Time Brewery & Alehouse","/beer/profile/363/4240/"
"Old Sol Wheatwine Ale","Wheatwine",10,32,3.97,86,23,14.11,"WA","Big Time Brewery & Alehouse","/beer/profile/363/14562/"
"Old Wooly Barleywine","American Barleywine",9,40,4.08,87,21,8.33,"WA","Big Time Brewery & Alehouse","/beer/profile/363/4233/"
"Perspective IPA","American IPA",6.5,10,4.07,85,8,5.41,"WA","Big Time Brewery & Alehouse","/beer/profile/363/26074/"
"Prime Time Pale Ale","American Pale Ale (APA)",NA,20,3.95,85,9,12.91,"WA","Big Time Brewery & Alehouse","/beer/profile/363/946/"
"Scarlet Fire IPA","American IPA",6.4,53,3.99,87,28,8.52,"WA","Big Time Brewery & Alehouse","/beer/profile/363/4241/"
"Trombipulator","Tripel",NA,11,3.55,83,6,14.93,"WA","Big Time Brewery & Alehouse","/beer/profile/363/4227/"
"Whiny The Complainer","American Double / Imperial IPA",10.8,34,3.93,86,15,11.2,"WA","Big Time Brewery & Alehouse","/beer/profile/363/78227/"
"Beaktweaker Citrus IPA","American IPA",6.5,107,3.88,86,25,10.31,"WA","Black Raven Brewing Co.","/beer/profile/19765/72256/"
"Birdserker Triple IPA","American Double / Imperial IPA",10.2,40,4.17,88,6,7.19,"WA","Black Raven Brewing Co.","/beer/profile/19765/113635/"
"Coco Jones","American Porter",5.9,109,4.08,89,24,11.03,"WA","Black Raven Brewing Co.","/beer/profile/19765/59595/"
"Feather Weather Mocha Stout","American Stout",6,14,4.03,85,3,6.45,"WA","Black Raven Brewing Co.","/beer/profile/19765/262714/"
"Feral","Saison / Farmhouse Ale",5,13,2.81,80,1,33.45,"WA","Black Raven Brewing Co.","/beer/profile/19765/80980/"
"Festivus Holiday Ale","Winter Warmer",7.6,43,3.77,84,10,9.55,"WA","Black Raven Brewing Co.","/beer/profile/19765/108133/"
"Flock Party","American Pale Ale (APA)",6.5,18,3.65,83,5,12.33,"WA","Black Raven Brewing Co.","/beer/profile/19765/225460/"
"Grandfather Raven","Russian Imperial Stout",9.5,135,4.22,92,28,8.06,"WA","Black Raven Brewing Co.","/beer/profile/19765/64316/"
"Great Grandfather Raven","American Double / Imperial Stout",11.7,34,4.45,90,5,5.84,"WA","Black Raven Brewing Co.","/beer/profile/19765/81052/"
"Hochtoberfest","Märzen / Oktoberfest",5,12,3.86,84,1,7.25,"WA","Black Raven Brewing Co.","/beer/profile/19765/104558/"
"Hochzeit Summer Lager","Czech Pilsener",5.7,29,3.84,85,6,8.85,"WA","Black Raven Brewing Co.","/beer/profile/19765/74142/"
"Kitty Kat Blues","Fruit / Vegetable Beer",5.9,55,3.83,85,17,12.79,"WA","Black Raven Brewing Co.","/beer/profile/19765/88217/"
"La Mort Bourbon","Belgian Strong Dark Ale",11.2,21,4.36,88,6,5.73,"WA","Black Raven Brewing Co.","/beer/profile/19765/187645/"
"La Mort Rouge","Belgian Strong Dark Ale",9,31,4.05,87,7,6.42,"WA","Black Raven Brewing Co.","/beer/profile/19765/89701/"
"La Petite Mort","Belgian Dark Ale",8.7,41,4.09,87,7,8.8,"WA","Black Raven Brewing Co.","/beer/profile/19765/51190/"
"Morrighan Dry Irish Stout","Irish Dry Stout",4.4,39,3.62,83,7,10.5,"WA","Black Raven Brewing Co.","/beer/profile/19765/53878/"
"Nothing But Flowers","American IPA",4.9,45,3.91,86,9,8.18,"WA","Black Raven Brewing Co.","/beer/profile/19765/112512/"
"Old Birdbrain","American Barleywine",11.5,101,4.32,92,23,8.1,"WA","Black Raven Brewing Co.","/beer/profile/19765/56622/"
"Pour Les Oiseaux","Saison / Farmhouse Ale",6.8,101,4.11,89,24,9.73,"WA","Black Raven Brewing Co.","/beer/profile/19765/56196/"
"Raven De Garde","Bière de Garde",7.4,33,3.77,84,7,9.55,"WA","Black Raven Brewing Co.","/beer/profile/19765/88306/"
"Redfeather Session IPA","American IPA",4.8,19,3.86,85,4,7.51,"WA","Black Raven Brewing Co.","/beer/profile/19765/168128/"
"Schwartzeit","Schwarzbier",5.9,13,3.87,85,6,9.56,"WA","Black Raven Brewing Co.","/beer/profile/19765/75480/"
"Second Sight Strong Scotch Ale","Scotch Ale / Wee Heavy",7.2,82,3.79,85,20,8.18,"WA","Black Raven Brewing Co.","/beer/profile/19765/54673/"
"Splinters","Scotch Ale / Wee Heavy",10.8,68,4.3,91,11,9.07,"WA","Black Raven Brewing Co.","/beer/profile/19765/58248/"
"Sunthief Kristallweizen","Kristalweizen",4.8,44,3.82,85,6,8.38,"WA","Black Raven Brewing Co.","/beer/profile/19765/58649/"
"Tamerlane Brown Porter","American Porter",5.8,50,3.95,86,9,8.35,"WA","Black Raven Brewing Co.","/beer/profile/19765/53448/"
"Three Sundays Oaked Tripel","Tripel",9.3,31,4.01,86,10,7.48,"WA","Black Raven Brewing Co.","/beer/profile/19765/186119/"
"Totem Pale","American Pale Ale (APA)",5.9,62,3.73,84,16,10.72,"WA","Black Raven Brewing Co.","/beer/profile/19765/52606/"
"Trickster IPA","American IPA",6.8,264,3.99,89,44,8.77,"WA","Black Raven Brewing Co.","/beer/profile/19765/50512/"
"Wisdom Seeker","American Double / Imperial IPA",9,187,4.13,91,49,9.2,"WA","Black Raven Brewing Co.","/beer/profile/19765/54350/"
"Boundary Bay Amber Ale","American Amber / Red Ale",NA,22,3.44,82,7,14.53,"WA","Boundary Bay Brewery & Bistro","/beer/profile/701/3222/"
"Boundary Bay Blonde Ale","American Blonde Ale",NA,26,3.53,82,10,11.33,"WA","Boundary Bay Brewery & Bistro","/beer/profile/701/12259/"
"Boundary Bay Harvest Ale","American Pale Ale (APA)",5.6,11,3.39,82,6,8.26,"WA","Boundary Bay Brewery & Bistro","/beer/profile/701/2021/"
"Boundary Bay Imperial Oatmeal Stout","American Double / Imperial Stout",8.5,62,3.9,86,29,10.26,"WA","Boundary Bay Brewery & Bistro","/beer/profile/701/12266/"
"Boundary Bay Inside Passage Ale (IPA)","American IPA",6.4,196,3.88,87,83,12.11,"WA","Boundary Bay Brewery & Bistro","/beer/profile/701/70405/"
"Cabin Fever Winter Ale","Winter Warmer",7,77,3.94,87,46,10.91,"WA","Boundary Bay Brewery & Bistro","/beer/profile/701/7070/"
"Cedar Dust IPA","American IPA",6.5,17,4.02,86,5,8.96,"WA","Boundary Bay Brewery & Bistro","/beer/profile/701/184416/"
"Dry Irish Stout","English Stout",4.5,10,3.72,84,6,10.75,"WA","Boundary Bay Brewery & Bistro","/beer/profile/701/24819/"
"ESB","Extra Special / Strong Bitter (ESB)",NA,47,3.8,85,20,11.05,"WA","Boundary Bay Brewery & Bistro","/beer/profile/701/21064/"
"Galbraith Series #1 - Cedar Dust IPA","American IPA",6.5,11,3.73,84,3,14.21,"WA","Boundary Bay Brewery & Bistro","/beer/profile/701/109246/"
"Imperial IPA","American Double / Imperial IPA",9,73,4.23,90,29,8.75,"WA","Boundary Bay Brewery & Bistro","/beer/profile/701/21563/"
"Irish Red","Irish Red Ale",4.6,13,3.43,82,3,10.2,"WA","Boundary Bay Brewery & Bistro","/beer/profile/701/78594/"
"Oatmeal Stout","Oatmeal Stout",NA,25,3.97,86,7,12.34,"WA","Boundary Bay Brewery & Bistro","/beer/profile/701/7076/"
"Old Bounder","American Barleywine",9.6,40,3.95,86,22,13.92,"WA","Boundary Bay Brewery & Bistro","/beer/profile/701/27869/"
"Scotch Style Ale","Scotch Ale / Wee Heavy",6.4,77,3.73,84,28,12.33,"WA","Boundary Bay Brewery & Bistro","/beer/profile/701/17007/"
"Ski To Sea ESB","Extra Special / Strong Bitter (ESB)",5.5,25,3.99,86,13,6.77,"WA","Boundary Bay Brewery & Bistro","/beer/profile/701/69310/"
"Traverse Red IPA","American IPA",5.5,23,3.75,84,15,9.07,"WA","Boundary Bay Brewery & Bistro","/beer/profile/701/135182/"
"Southwestern Hatch Green Chili Blonde","American Blonde Ale",5,15,3.63,83,5,11.57,"WA","Brickyard Brewing","/beer/profile/29553/125152/"
"Alt","Altbier",5,19,3.85,85,7,7.27,"WA","Chuckanut Brewery & Kitchen","/beer/profile/18879/52516/"
"British Pale Ale","English Pale Ale",5.5,13,3.26,82,5,9.51,"WA","Chuckanut Brewery & Kitchen","/beer/profile/18879/55058/"
"Dunkel Lager","Munich Dunkel Lager",5,27,3.86,85,9,11.14,"WA","Chuckanut Brewery & Kitchen","/beer/profile/18879/60139/"
"Helles Lager","Munich Helles Lager",5,24,3.69,84,8,10.03,"WA","Chuckanut Brewery & Kitchen","/beer/profile/18879/51036/"
"Kolsch","Kölsch",5,44,3.87,85,13,12.14,"WA","Chuckanut Brewery & Kitchen","/beer/profile/18879/51491/"
"Pilsner","German Pilsener",5,72,4,87,21,12.75,"WA","Chuckanut Brewery & Kitchen","/beer/profile/18879/52036/"
"Rauch Bier","Märzen / Oktoberfest",5.5,12,3.88,85,6,10.05,"WA","Chuckanut Brewery & Kitchen","/beer/profile/18879/53246/"
"Vienna Lager","Vienna Lager",5,29,3.9,85,13,9.49,"WA","Chuckanut Brewery & Kitchen","/beer/profile/18879/52038/"
"Yellow Card","English Pale Mild Ale",5.5,10,3.74,84,2,7.49,"WA","Chuckanut Brewery & Kitchen","/beer/profile/18879/80965/"
"Pilsner Style Beer","German Pilsener",4.9,44,3.48,81,23,18.39,"WA","Churchkey Can Co.","/beer/profile/28795/80460/"
"Cosmic Lust IPA","American IPA",NA,12,4.32,86,1,5.32,"WA","Cloudburst Brewing","/beer/profile/43390/230178/"
"Happy Little Clouds","German Pilsener",5.3,13,3.86,84,2,6.99,"WA","Cloudburst Brewing","/beer/profile/43390/209489/"
"Market Fresh Saison #5","Saison / Farmhouse Ale",6.3,10,4.07,85,1,9.58,"WA","Cloudburst Brewing","/beer/profile/43390/233352/"
"Counterbalance IPA","American IPA",6.1,15,3.71,84,5,6.47,"WA","Counterbalance Brewing Company","/beer/profile/38615/159507/"
"Kushetka Russian Imperial Stout","Russian Imperial Stout",8.9,20,3.99,86,8,5.76,"WA","Counterbalance Brewing Company","/beer/profile/38615/159509/"
"Pogo Duck ISA","American IPA",5,10,3.48,83,3,9.2,"WA","Counterbalance Brewing Company","/beer/profile/38615/168418/"
"Diamond Knot Blonde Ale","American Blonde Ale",4.2,28,3.15,79,12,18.73,"WA","Diamond Knot Brewery","/beer/profile/1590/70051/"
"Diamond Knot Brown Ale","American Brown Ale",5.6,75,3.46,81,36,15.03,"WA","Diamond Knot Brewery","/beer/profile/1590/5522/"
"Diamond Knot ESB","English Bitter",5.8,16,3.77,84,6,19.36,"WA","Diamond Knot Brewery","/beer/profile/1590/12267/"
"Diamond Knot Ho! Ho! Winter Ale","Winter Warmer",8.5,83,3.68,83,43,14.67,"WA","Diamond Knot Brewery","/beer/profile/1590/27713/"
"Diamond Knot India Pale Ale","American IPA",6.2,205,3.59,82,93,14.48,"WA","Diamond Knot Brewery","/beer/profile/1590/5519/"
"Diamond Knot Vienna Style Ale","Vienna Lager",5.6,43,2.99,77,21,29.1,"WA","Diamond Knot Brewery","/beer/profile/1590/62333/"
"Industrial IPA","American Double / Imperial IPA",7.9,252,3.74,84,105,12.3,"WA","Diamond Knot Brewery","/beer/profile/1590/5527/"
"Possession Porter","American Porter",5.6,25,4.1,87,10,10.24,"WA","Diamond Knot Brewery","/beer/profile/1590/5520/"
"Rye Knot","Rye Beer",7.1,12,3.97,85,3,6.55,"WA","Diamond Knot Brewery","/beer/profile/1590/98295/"
"Slane's Irish Ale","Irish Red Ale",6.6,49,3.54,82,21,14.12,"WA","Diamond Knot Brewery","/beer/profile/1590/5525/"
"Steamer Glide Stout","Irish Dry Stout",4.8,14,3.59,83,4,23.68,"WA","Diamond Knot Brewery","/beer/profile/1590/5523/"
"Storm Surge Winter Ale","Winter Warmer",5.5,14,3.56,83,3,13.2,"WA","Diamond Knot Brewery","/beer/profile/1590/110599/"
"12 Man Pale Ale","American Pale Ale (APA)",4.5,48,3.41,81,11,17.89,"WA","Dick's Brewing Company","/beer/profile/1345/109253/"
"Bavarian Style Hefeweizen","Hefeweizen",4,16,3.3,82,12,14.55,"WA","Dick's Brewing Company","/beer/profile/1345/17133/"
"Belgian-Style Tripel","Tripel",8,58,3.72,84,48,11.29,"WA","Dick's Brewing Company","/beer/profile/1345/5710/"
"Best Bitter","English Bitter",5.5,38,3.53,82,29,12.18,"WA","Dick's Brewing Company","/beer/profile/1345/12660/"
"Cream Stout","Milk / Sweet Stout",5.5,80,3.52,81,53,11.93,"WA","Dick's Brewing Company","/beer/profile/1345/3647/"
"Dick Danger Ale","English Brown Ale",5.5,101,3.52,81,53,14.77,"WA","Dick's Brewing Company","/beer/profile/1345/3648/"
"Dick's Barley Wine","American Barleywine",10,74,3.74,84,60,13.9,"WA","Dick's Brewing Company","/beer/profile/1345/9562/"
"Dick's Bottleworks IPA","American Double / Imperial IPA",8.5,26,3.63,83,18,13.5,"WA","Dick's Brewing Company","/beer/profile/1345/54855/"
"Dick's Double Danger (Dedication Series)","American Strong Ale",8.6,16,3.83,84,8,12.01,"WA","Dick's Brewing Company","/beer/profile/1345/56630/"
"Dick's Imperial IPA (Dedication Series)","American Double / Imperial IPA",8.5,20,3.54,83,11,15.54,"WA","Dick's Brewing Company","/beer/profile/1345/56628/"
"Dick's IPA","American IPA",5.5,103,3.61,82,70,12.74,"WA","Dick's Brewing Company","/beer/profile/1345/14783/"
"Dick's Silk Lady","Belgian Pale Ale",5,32,3.5,82,27,14.86,"WA","Dick's Brewing Company","/beer/profile/1345/10441/"
"Dicks Pale Ale","American Pale Ale (APA)",5,31,3.43,81,24,10.2,"WA","Dick's Brewing Company","/beer/profile/1345/7483/"
"Double Diamond Winter Ale","Winter Warmer",7.5,76,3.93,87,57,11.2,"WA","Dick's Brewing Company","/beer/profile/1345/14062/"
"Golden Ale","American Blonde Ale",5.5,16,3.53,83,5,11.33,"WA","Dick's Brewing Company","/beer/profile/1345/56626/"
"Grand Cru","Belgian Strong Dark Ale",10,61,3.62,83,44,14.09,"WA","Dick's Brewing Company","/beer/profile/1345/10273/"
"Imperial Stout","Russian Imperial Stout",7.5,62,3.73,84,56,14.48,"WA","Dick's Brewing Company","/beer/profile/1345/5711/"
"Irish Style Ale","Irish Red Ale",5.2,30,3.71,84,20,6.47,"WA","Dick's Brewing Company","/beer/profile/1345/12659/"
"Lava Rock Porter","American Porter",7,53,3.65,83,36,9.86,"WA","Dick's Brewing Company","/beer/profile/1345/12661/"
"Mountain Ale","American Amber / Red Ale",5,19,3.54,83,13,11.58,"WA","Dick's Brewing Company","/beer/profile/1345/9183/"
"Rye Ale","Rye Beer",4.5,21,3.27,81,18,13.15,"WA","Dick's Brewing Company","/beer/profile/1345/12832/"
"Working Man's Brown Ale","English Brown Ale",5.5,29,3.46,82,18,12.72,"WA","Dick's Brewing Company","/beer/profile/1345/15268/"
"Filthy Hoppin' IPA","American IPA",6.4,12,3.14,81,4,22.29,"WA","Dirty Bucket Brewing Co.","/beer/profile/29220/89859/"
"12½ Man IPA","American IPA",6.5,12,3.35,82,5,10.15,"WA","Ellersick Brewing Company","/beer/profile/12471/51572/"
"2 Pint IPA","American Double / Imperial IPA",9.5,11,3.46,83,5,9.25,"WA","Ellersick Brewing Company","/beer/profile/12471/56097/"
"Hoppy Red Head","Extra Special / Strong Bitter (ESB)",6.5,14,3.56,83,4,9.83,"WA","Ellersick Brewing Company","/beer/profile/12471/56096/"
"Scotch Ale","Scotch Ale / Wee Heavy",7.2,13,3.41,82,3,14.37,"WA","Ellersick Brewing Company","/beer/profile/12471/56101/"
"Demolition","American IPA",7.4,11,3.92,85,5,8.16,"WA","Elliott Bay Brewhouse & Pub","/beer/profile/16446/53922/"
"Highline IPA","American IPA",5.8,11,3,81,3,19,"WA","Elliott Bay Brewhouse & Pub","/beer/profile/16446/47204/"
"Alembic Pale Ale","American Pale Ale (APA)",NA,12,3.67,84,3,8.99,"WA","Elliott Bay Brewing Co.","/beer/profile/1069/3225/"
"Demolition Strong Ale","American Strong Ale",NA,11,3.59,83,4,11.14,"WA","Elliott Bay Brewing Co.","/beer/profile/1069/3230/"
"Dry Hopped IPA","American IPA",NA,12,3.65,83,4,7.67,"WA","Elliott Bay Brewing Co.","/beer/profile/1069/36633/"
"Elliott Bay IPA","American IPA",NA,10,3.65,84,6,8.49,"WA","Elliott Bay Brewing Co.","/beer/profile/1069/3226/"
"Hop Von Boorian Belgian IPA","Belgian IPA",5.8,22,3.8,84,10,10.79,"WA","Elliott Bay Brewing Co.","/beer/profile/1069/36632/"
"Luna Weizen","Hefeweizen",NA,12,3.54,83,4,10.73,"WA","Elliott Bay Brewing Co.","/beer/profile/1069/3227/"
"No Doubt Stout","Milk / Sweet Stout",NA,24,3.81,84,9,9.45,"WA","Elliott Bay Brewing Co.","/beer/profile/1069/3228/"
"Ambrosia Maibock","Maibock / Helles Bock",6.59,25,3.72,84,16,8.87,"WA","Elysian Brewing Company","/beer/profile/700/2026/"
"Avatar Jasmine IPA","American IPA",6.3,652,3.73,84,262,15.28,"WA","Elysian Brewing Company","/beer/profile/700/20771/"
"Barrel Aged Dragonstooth","Oatmeal Stout",7.5,28,4.06,87,3,5.67,"WA","Elysian Brewing Company","/beer/profile/700/112055/"
"Bete Blanche Belgian-Style Tripel","Tripel",7.5,168,3.63,83,79,15.15,"WA","Elysian Brewing Company","/beer/profile/700/4364/"
"BiFrost","Winter Warmer",8.3,512,3.73,84,201,11.8,"WA","Elysian Brewing Company","/beer/profile/700/14383/"
"Breakbeat","American IPA",6.8,88,3.86,86,25,8.81,"WA","Elysian Brewing Company","/beer/profile/700/186173/"
"Cyclops Barleywine","American Barleywine",9.85,88,3.99,88,51,8.77,"WA","Elysian Brewing Company","/beer/profile/700/8157/"
"Dark O' The Moon","Pumpkin Ale",6.5,618,3.9,87,158,11.54,"WA","Elysian Brewing Company","/beer/profile/700/39497/"
"Dayglow IPA","American IPA",7.4,527,4.09,91,94,8.56,"WA","Elysian Brewing Company","/beer/profile/700/115232/"
"Dragonstooth Oatmeal Stout","Oatmeal Stout",8.1,956,4.04,90,354,10.15,"WA","Elysian Brewing Company","/beer/profile/700/2023/"
"Elysian Fields Pale Ale","American Pale Ale (APA)",4.8,22,3.9,85,12,13.85,"WA","Elysian Brewing Company","/beer/profile/700/4389/"
"Hansel And Gretel","Czech Pilsener",4.7,113,3.29,78,32,23.4,"WA","Elysian Brewing Company","/beer/profile/700/40003/"
"Hubris Imperial IPA","American Double / Imperial IPA",8.7,62,3.89,86,11,8.23,"WA","Elysian Brewing Company","/beer/profile/700/80366/"
"Kama Citra Wet Hop Ale","American IPA",6.7,19,4.09,86,3,11.74,"WA","Elysian Brewing Company","/beer/profile/700/74377/"
"Loser Pale Ale","American Pale Ale (APA)",7,572,3.72,84,148,10.75,"WA","Elysian Brewing Company","/beer/profile/700/44568/"
"Men's Room Black Imperial Ale","American Amber / Red Ale",8,64,3.91,86,15,12.02,"WA","Elysian Brewing Company","/beer/profile/700/87540/"
"Men's Room Original Red","American Amber / Red Ale",5.6,81,3.51,81,18,14.53,"WA","Elysian Brewing Company","/beer/profile/700/105523/"
"Mr. Yuck Sour Pumpkin Ale","Pumpkin Ale",5.9,29,3.36,81,3,18.15,"WA","Elysian Brewing Company","/beer/profile/700/74586/"
"Pandora's Bock","Bock",6.4,16,3.91,85,9,15.35,"WA","Elysian Brewing Company","/beer/profile/700/4390/"
"Perseus Porter","American Porter",5.39,183,3.86,86,120,9.07,"WA","Elysian Brewing Company","/beer/profile/700/2015/"
"Prometheus IPA","American IPA",6.7,123,3.78,85,37,10.32,"WA","Elysian Brewing Company","/beer/profile/700/46297/"
"Punkuccino","Pumpkin Ale",6,532,4.09,91,96,10.02,"WA","Elysian Brewing Company","/beer/profile/700/103229/"
